"UNITID","SITEID","UNITNAME","UNITHANDLE","UNITTYPEID","COLLECTID","DEPOSITID","COLLDATE","WATERDEPTH","NEO_HANDLE","UNIT_COMMT","COLL_SPEC","IS_CHAR","IS_IPPD","IS_NEOTOMA","UNIT_REF","NEO_UNITID"
556,"PAL00514","Xere Wapo","XERE1998",5,20,8,"01/01/1992",-9999.99,"XERE1998","natural lake","","false","true","true","Hope:1998caledonia",38171
557,"PAL00515","Sirunki Wabag","SIRUNKI",5,38,85,"01/06/1988",-9999.99,"SIRUNKI","Depths are given below a local site datum - 100 cm higher than the swamp surface. Thus the first sample recorded as 237 cm depth was 137 cm below the swamp surface from where the core was taken.","Modified Vallentyne piston sampler (3cm)","false","true","true","Walker:1979enga",38162
558,"PAL00516","Bandung DPDR-II","BANDUNG2",5,7,85,"01/06/1988",-9999.99,"BANDUNG2","drained lake","Large rotary drill (8 cm)","false","true","true","Dam:1994bandung",35089
559,"PAL00517","Nadrau Swamp","NADRAU",5,20,87,"01/07/1983",-9999.99,"NADRAU","The field work may have been carried out in 1984.","","false","true","true","Southern:1986fiji",35080
560,"PAL00518","Lowelak Swamp","LOWELAK",6,7,90,"18/06/1988",-9999.99,"LOWELAK","Post clearance swamp development over garden.","spade used","false","true","true","Hope:1997alternative",35079
561,"PAL00519","Lake Tagimaucia","TAGIMA10",5,20,8,"01/07/1983",-9999.99,"TAGIMA10","Caldera lake","","false","true","true","Southern:1986fiji",35078
562,"PAL00520","Wainisavulevu Creek","WAINISAV",10,5,7,"01/06/1985",-9999.99,"WAINISAV","Fluvial origin lake, now under dam wall","Backhoe","false","true","true","Southern:1986fiji",35077
563,"PAL00521","Jetis Quarry","JETIS",10,-9999,7,"01/08/2001",-9999.99,"JETIS","delta lake fill, mudstone","","false","true","true","Morley:2020mojokerto",33215
564,"PAL00522","Perning fossil Homo site","PERNING",10,7,7,"01/08/2001",-9999.99,"PERNING","Delta! The samples are from different sections within the site. See Morley et al. for details. Samples collected August 2001 and August 2002.","","false","true","true","Morley:2020mojokerto",33214
565,"PAL00523","Tukou marsh","TUKOU2",5,20,90,"15/07/2002",-9999.99,"TUKOU2","The core site is part of a raised-bed/terraced taro (Colocasia esulenta Schott.) production system, but now abandoned and grazed by cattle. Core taken in 50-cm D-Section drives. TUKOU2 - Microfossil analyses;- Macrofossil analyses.","","false","true","true","Kennett:2006rapa",28706
566,"PAL00524","Ra'irua marsh","RAIDA4",5,20,21,"06/03/2008",-9999.99,"RAIDA4","The core site is part of a raised-bed taro (Colocasia esulenta Schott.), but now either in fallow or abandoned. Core taken in 50-cm D-Section drives. Multiple cores collected. RAIDA4 - Microfossil analyses; RWMP1211-02, 03, 04 - Macrofossil analyses.","","false","true","true","Prebble:2019polynesia",28701
567,"PAL00525","Vaifanaura'amo'ora","VAIFANAU",5,20,84,"14/12/2011",-9999.99,"VAIFANAU","Eight 50 cm drives Repeated bulk cores (10 cm samples)","","false","true","true","Prebble:2016tahiti",15097
568,"PAL00526","Lac Suprin","SUPRIN",5,20,8,"01/06/1993",-9999.99,"SUPRIN","Solution origin lake","D-section sampler (5 cm)","false","true","true","Hope:1996nothofagus",11325
569,"PAL00526","Lac Suprin","SUPRINS",15,10,8,"01/06/1993",-9999.99,"SUPRINS","modern. Very soft algal ooze that formed a layer about 5 cm thick above the lake sediment","","false","true","true","Hope:1996nothofagus",11327
570,"PAL00526","Lac Suprin","SUPRINMS4",15,10,97,"01/06/1993",-9999.99,"SUPRINMS4","modern","","false","true","true","Hope:1996nothofagus",11326
571,"PAL00527","Komanimambuno Mire","KOMANLO",4,7,90,"14/08/1969",-9999.99,"KOMANLO","valley mire","The section is a composite of a core and a monolith collected from a pit 0.5 m west of the coring site.","false","true","true","Hope:1975mountains",11303
572,"PAL00527","Komanimambuno Mire","KOMANUP",5,10,90,"14/08/1969",-9999.99,"KOMANUP","All cores taken from the mire consisted of dark brown to black peat with horizons of peaty sand or clay. These horizons could not be correlated across the mire, and it is likely that they are lenses of sediment representing changing position of small drainage streams which must run irregularly over the surface. The coring site was chosen from the centre of the SE basin, and 510cm of sediment obtained by piston and D-section borers.","","false","true","true","Hope:1975mountains",11304
573,"PAL00529","Brass Tarn","BRASS",5,33,111,"27/05/1969",-9999.99,"BRASS","Cirque lake","Livingstone peat sampler (5 cm); top 1.5 m with Hiller and D-section samplers","false","true","true","Hope:1975mountains",11285
574,"PAL00530","Bonatoa Bog","BONATOAB",5,33,90,"15/06/1984",-9999.99,"BONATOAB","Core taken in deepest peat section","Livingstone Piston sampler (4cm)","false","true","true","Southern:1986fiji",11273
575,"PAL00531","Blue Lake","BLUELK",5,42,111,"01/01/1971",-9999.99,"BLUELK","Moraine dammed lake","","false","true","true","Raine:1974thesis",41917
576,"PAL00531","Blue Lake","BLUELAKE",5,42,111,"01/01/1971",-9999.99,"BLUELAKE","Moraine dammed lake","","false","true","true","Raine:1974thesis",279
577,"PAL00532","Tower Hill","TOWERNW89",5,20,8,"01/03/1985",-9999.99,"TOWERNW89","The small sheltered Northwest Crater site with a diameter of only 70 m at the swamp surface and steep slopes rising some 25 m to the crater rim should give a much more local vegetation record.","","false","true","true","DCosta:1989tower",37894
578,"PAL00533","Club Lake","CLUBSM",5,31,90,"01/12/1984",-9999.99,"CLUBSM","About 20 m north-west of the lake. Silts and fen peat exposed by waterfall draining the back wall of the lake.","Hiller peat corer and posthole corer","false","true","true","Martin:1986kosciusko",38007
579,"PAL00534","Lake Frome","FROME",5,7,8,"",-9999.99,"FROME","Playa!","Light-weight Jacro-350 drilling rig with a hollow-flight auger (8-cm diameter) and internal piston-sampler","false","true","true","Bowler:1986radiocarbon",38586
580,"PAL00535","Boulder Flat","BLDRFLT89",5,20,8,"",-9999.99,"BLDRFLT89","A 20cm monolith was removed and stored from the top of the core. To avoid contamination and compression, 50cm samples were taken from adjacent holes.","Drained lake","false","true","true","Kenyon:1989boulder",41558
581,"PAL00103","ODP820","ODP820A",5,9,-9999,"",-9999.99,"ODP820A","(OCTOPUS unitID is ODP820); Samples for palynological investigation from the ODP 820A core, 5 cm 3 in size, were provided by the Integrated Ocean Drilling Program Core Store at College Station in Texas, USA. Initially 181 samples were taken at approximately 40 cm intervals from the top 67 m and, subsequently, another 70 samples were provided at intervening 20 cm intervals from identified interglacial stages to provide greater resolution for these periods.","","false","true","true","Moss:2000humid",41545
582,"PAL00536","Argan","ARGAN1436",5,20,115,"",-9999.99,"ARGAN1436","","","false","true","true","Rowe:2005history",41557
583,"PAL00537","Melaleuca Inlet","MELA1999",5,3,90,"",-9999.99,"MELA1999","","","false","true","true","Macphail:1999peat",41765
584,"PAL00125","Dove Lake_core2","DOVE",5,43,111,"03/12/2015",-9999,"DOVE","","","true","true","true","Mariani:2017openness",24123
585,"PAL00086","Four Mile Billabong_core2","FOURMI89",5,19,111,"1989",1.5,"FOURMI89","IPPD collection date is 01-06-1988","Lake Cores were collected […] with the use of a portable piston corer, tripod mounted on a inflatable boat in 1989. 50mm diameter cores were collected using PVC piping in 1989.","false","true","true","Shulmeister:1991thesis",41546
586,"PAL00072","Lynchs Crater_core1","LYNCHA",5,19,111,"",-9999.99,"LYNCHA","**The top 17 m were collected with a modified Vallentyne piston sampler but increasing dryness and compaction of the sediment with depth prevented further penetration.** A much stronger sampler with the piston attached to a central rod within a tubular casing operated with the aid of chain hoists attached to a drilling rig was constructed to allow coring to 20 m.","","true","true","true","Kershaw:1976lynchs",1627
587,"PAL00072","Lynchs Crater_core2","LYNCHA74",5,38,111,"",-9999.99,"LYNCHA74","The top 17 m were collected with a modified Vallentyne piston sampler but increasing dryness and compaction of the sediment with depth prevented further penetration. **A much stronger sampler with the piston attached to a central rod within a tubular casing operated with the aid of chain hoists attached to a drilling rig was constructed to allow coring to 20 m.**","","true","true","true","Kershaw:1976lynchs",38172
588,"PAL00129","Rotten Swamp Core 4","ROTTEN",5,20,60,"01/03/1987",-9999.99,"ROTTEN","","","true","true","true","Clark:1986rotten",11322
589,"PAL00130","Lake George","LGEORGE",5,7,111,"01/04/1970",-9999.99,"LGEORGE","Natural lake. Soil horizons in core; discontinuous sedimentation. Bottom half of core data missing.","split core rotary drill (5cm)","false","true","true","Singh:1981george",1582
590,"PAL00142","Lizard Island","LIZARD",5,20,85,"01/01/2009",-9999.99,"LIZARD","Mangrove Swamp; The core was colleced at the landward edge of the mangrove swamp on Watson Bay which is located on the northwestern shore of the island.","","false","true","true","Proske:2012island",38485
591,"PAL00161","Badu15","BADU1437",6,5,110,"",-9999.99,"BADU1437","terrestrial origin","","false","true","true","Rowe:2005history",41644
592,"PAL00094","Bar20","BAR20_",5,20,85,"",-9999.99,"BAR20","A 75-cm core was collected from an area of open water away from the tree canopy, close to the swamp centre […] Swamp and mangrove sediments were collected using a 50 × 500 mm^2 D-section corer, wrapped in plastic and sealed in split polyvinyl chloride tubing for transport. Core depth was determined by underlying bedrock, hard rock or compact clay. Core descriptions were performed prior to subsampling; sediment subsamples of 1 cm^3 were collected at 4 cm or 8 cm intervals. (Rowe, 2007)","","false","true","true","Rowe:2005history",41661
593,"PAL00220","Gallahers Swamp","GALLAHER",5,3,84,"",-9999.99,"GALLAHER","","","false","true","true","Hope:2005rock",41663
594,"PAL00022","Lashmars Lagoon","LASHMARS20",5,19,111,"24/09/2020",-9999.99,"LASHMARS20","Coastal lagoon","Bolivia Piston corer","false","true","true","Duxbury:2024lashmars",41852
595,"PAL00105","Telefomin (Upper Sepik)","TELE1983",5,20,85,"",-9999.99,"TELE1983","The dates may be affected by some humic acid movement down the profile, which would make the ages other than ANU 1712A slightly too young, but the error indicated by the difference between the fractions of ANU 1712 is not great. Alternatively there might have been a hiatus in deposition or loss of record around 68 cm, which contributed to contamination in ANU 1712A alone","","false","true","true","Hope:1983telefomin",38124
596,"PAL00092","EA200 (Waitetoke)","EA200_",5,7,90,"15/11/2015",-9999.99,"EA200","50 cm D-Section drives EA200 -Microfossil analyses Excavated 1 x 1m pit for bulk samples - Macrofossil analyses","D-Section Peat Corer, excavation","false","true","true","Prebble:2019polynesia",28702
597,"PAL00197","Cobb Valley CV1","COBBCV1",5,14,8,"",-9999.99,"COBBCV1","","Livingstone or Russian corer","false","true","true","Shulmeister:2003cobb",39638
598,"PAL00263","KelelaSwamp1990","KELELA90",5,-9999,84,"",-9999.99,"KELELA90","North East of the swamp","The swamp was cored to a depth of 5 m and sampled at 10 cm intervals for analysis (Figs. 6 and 7). The peat reaches a maximum depth below the surface of around 4 m and overlies grey clays and sandy silts. No gravels were found, probably due to the prominence of sandy limestones in the catchment. (Haberle, S., 1990)","false","true","true","Haberle:1991baliem",41927
600,"PAL00538","Haeapugua1990_Core6","HAEACOR6",5,14,87,"01/01/1990",-9999.99,"HAEACOR6","see UNITID 154","A little north of the center of the swamp","false","true","true","Haberle:1993tari",42134
601,"PAL00539","Tugupugua1998","TUGUPUG98",5,14,85,"",-9999.99,"TUGUPUG98","see UNITSID 467. Core T1 is characterised by olive to grey clays overlain by lake muds and peats, Five radiocarbon samples from Core TI were obtained to 815 cm (12,860_+250 yr B.P.). No tephras were recorded in this core. A nearly linear relationship is evident between age and depth, with the exception of an increase in sedi- ment accumulation rate above 200 cm depth. The basal clays are assumed to have accumulated relatively rapidly.","","false","true","true","Haberle:1993tari",42135
602,"PAL00128","CameronsLagoon1994","CAM1994",5,20,83,"01/01/1984",-9999.99,"CAM1994","see UNITID 73. Mire","Centre of lagoon","false","true","true","Thomas:1994cameron",38159
603,"PAL00531","BlueLakePollen","BLUELSM",5,42,8,"01/01/1971",28,"BLUELSM","Moraine dammed lake","Deepest part of lake","false","true","true","Raine:1974thesis",38008
605,"PAL00531","BlueLakePollen","BLUELSM_2",5,42,8,"01/01/1971",28,"SEEUNIT603","Moraine dammed lake","Deepest part of lake","false","true","true","Raine:1974thesis",38009
606,"PAL00531","BlueLakePollen","BLUELSM_3",5,42,8,"01/01/1971",28,"SEEUNIT604","Moraine dammed lake","Deepest part of lake","false","true","true","Raine:1974thesis",38163
607,"PAL00531","BlueLakePollen","BLUEL",5,42,8,"01/01/1971",28,"BLUEL","Moraine dammed lake","Deepest part of lake","false","true","true","Raine:1974thesis",38494
608,"PAL00540","EmaotulCore","EMAOTUL",5,17,8,"09/10/2020",-9999.99,"EMAOTUL","","","false","true","true","Strandberg:2023kuwae",42141
610,"PAL00541","NgofeCore","NGOFEMARSH",5,14,83,"01/05/2017",-9999.99,"NGOFEMARSH","","","false","true","true","Strandberg:2023kuwae",42152
