REFDBID,ABSTRACT,CREATED_AT,UPDATED_AT
Pardoe:1993pleistocene,"There are methodological and analytical conse­quences of creating an intellectual disjunction be­ tween the Pleistocene and the Holocene, of dissociating the Pleistocene from the processes and events that link it to the recent past Isolating the Pleistocene has affected our ways of thinking about the Australian past, as well as our methodologies, data collection and analysis. Some archaeologists have regrettably applied this Pleistocene-Holocene disjunction to current social issues. This has led them to deny contemporary Aborigines a socially and scientifically valid continuity with their remote past. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:29:02.303 +0100
Pardoe:1995riverine,"The rise of cemeteries, extreme biological diversification, size decrease, increased violence, disappearance of megafauna, exploitation of different resources, evolution of rivers to an expanded system of microenvironments, changes in occupation. How are these features of Australian Aboriginal societies in the great river-systems of the southeast related? From evidence of geomorphology, skeletal biology and other aspects of the archaeological record, a sharp disjunction between two different and relatively stable states is seen: a transforming transition rather than a gradual change.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Parr:2009human,"Prehistoric land use and social activity in West New Britain, PNG, are well documented, although the landscapes – largely shaped by catastrophic volcanic eruptions – in which these took place, and the relationships people had with these landscapes, are poorly understood. We define the evolving landscape at Numundo, from prior to the Witori-Kimbe 2 eruption (W-K2, ca. 3600 BP) to after the Witori-Kimbe 4 eruption (W-K4, ca. 1400 BP), using fossil phytolith and coral evidence at eight archaeological sites to provide environmental evidence of the human responses to periodic catastrophic events. From ca. 5900 to 3600 BP, all the sites were coastal and disturbed. Early disturbance reflected natural forest recovery after W-K1 (ca. 5900 BP), whereas the later landscape was largely shaped by human activity. In contrast, forest regrowth was limited after W-K2 and open environments typical of human activity with a mosaic of regenerating, disturbed and managed vegetation, persisted until W-K3. Environmental recovery from W-K3 and W-K4 (ca. 1700 BP and ca. 1400 BP) differed completely, reflecting severity of the volcanism and the short time between eruptions. The landscape after W-K3 was largely a naturally recovering landscape, in contrast to effective vegetation recovery and significant human exploitation of the landscape – again a mosaic of regenerating, disturbed and managed vegetation – after W-K4. The social history is one in which people evolved increasingly flexible land-use practices, enabling them to re-settle this periodically disrupted landscape, and to take advantage of an increasingly broad range of habitats suitable for cultivation. The human response to this highly dynamic landscape represents a close relationship between social and natural processes, as people became increasingly better at re-settling an unpredictably disrupted landscape; both the social and environmental processes within this landscape become equally influential and instrumental in shaping the effects of the other.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Partridge:1967thylacine,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pasveer:1998kria,"Over the last ten to fifteen years evidence has been found of long human occupation in New Guinea (e.g. Groube et al. 1986). Archaeological research in the New Guinea region has been carried out mainly in the eastern half of the island, Papua New Guinea, and Indonesia's province of Irian Jaya has, in this respect, been neglected. The Bird's Head (or Doberai) peninsula is likely to have been part of one of the major migration routes of the first settlers of New Guinea (Birdsell 1977, Bellwood 1996), yet its prehistory remains completely unknown. Archaeological sites were discovered by Solheim in 1992 along the north coast of the peninsula (see Solheim, this volume). The archaeological part of the ISIR (lrian Jaya Studies: a programme for Interdisciplinary Research) project focused on the discovery and investigation of additional sites to fill the gaps in our knowledge of the prehistory of the area. Fieldwork was undertaken in the interior of the Bird's Head in 1995, and test excavations were carried out in two of the discovered sites: Kria cave and Toe cave (see Jelsma, this volume). This paper reports the results of the survey and gives a preliminary account of the stratigraphy, dating and archaeological remains from Kria cave.",2022-10-09 20:04:07.350 +0200,2022-10-09 20:06:12.266 +0200
Pasveer:1998late,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pasveer:2002pleistocene,"This paper reports new AMS dates for Late Pleistocene occupation of the Ayamaru Plateau in the central Bird‘s Head of Papua. Two cave sites, Kria Cave and Toe Cave, together provide occupation sequences that span the Holocene and extend back to the Last Glacial Maximum. The associated faunal remains suggest that this lowland area has supported continuous rainforest cover throughout the entire period of occupation. During the Last Glacial Maximum a suite of montane mammal species extended their altitudinal range down onto the plateau, some persisting locally until around 6000 BP. While the Late Pleistocene age of the basal deposit in Toe Cave was previously suggested, new AMS radiocarbon dates on Casuarius eggshell confirm occupation from 24,000 cal BP. Amino acid racemisation data paired with the AMS dates, provide additional support for the improved chronology. The new dates indicate consistent human exploitation of lowland rainforest environments in a relatively rugged and remote region of the central Bird‘s Head.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pasveer:2004djief,"Two prehistoric cave sites on the Bird‘s Head of western New Guinea provide a detailed narrative of 26,000 years of human occupation of this area. During Late Pleistocene times, lower temperatures allowed a suite of montane animal species to descend onto the lowland Ayamaru Plateau.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pate:1998roonka,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pate:2002wet,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pate:2003swanport,"The Swanport Aboriginal skeletal population has played a significant role in physical anthropological research in Australia. This paper provides the first chronometric dates for this important burial population. AMS radiocarbon determinations on bone collagen from six individuals showed a calibrated 2a range from 1027 BC to 1521 AD. On the basis of this sample, the Swanport population appears to pre-date all European contact in Australia. These dates contradict previous assumptions that associated the Swanport burial population with a recent protohistoric period or a discrete period of time related to historic smallpox epidemics in the 19th century. The current chronometric range of approximately 2500 years for inhumations at Swanport indicates the use of the site as a burial ground over an extended period of time during the late Holocene.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pate:2022personal,ND,2022-10-09 20:04:07.350 +0200,
Paton:1989currarong,"The planning and consultation for this project were carried out by Sue Feary, NPWS South East Regional Archaeologist, Rod Wellington. the NPWS South East Region Aboriginal Sites Officer. Brian Kenny of the NSW Lands Department. Robert Paton, a research student at the ANU, and the Jerringa Aboriginal Community. The consultant archaeologist and excavation di.rector was Robert Paton. Analysis and report writing were carried out by Ingereth Macfarlane in consultation with him. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:28:03.845 +0100
Paton:1990goulbourn,"This report contains the results of an archaeological excavation undertaken at site G17 near Goulburn (Figure 1). It includes a description of the excavation, an analysis and interpretation of the finds and sediments, and recommendations for future management of the site. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:29:02.599 +0100
Paton:2010jordan,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Patton:1993ross,"The rivers of central Australia rise in the MacDonnell Ranges and flow out across broad, low-relief plains into the surrounding desert. The stratigraphy of the Ross River plain records the areal extent and frequency of Holocene floods. This floodout plain is underlain by deeply weathered alluvial deposits, characterized by red earth soils dated by thermoluminesence at >59,000 yr. This old alluvium is covered by a sheet-like deposit of very silty sand of probable eolian origin dated by thermoluminesence at 9200 ± 900 yr. The oldest Holocene alluvium occurs as broad, low-relief bars and levee deposits flanking the modem channel and as low-relief long-wavelength bedforms that fan out across the plain. This deposit resulted from a flood flow, up to 10 km wide, that covered the entire plain. Evidence for several large floods between 1500 and 700 yr B.P. is also preserved in a 500- to 1500-m-wide paleochannel. Thus, the surface features on the floodout plains are the product of a few rare large flood events. This paleohydrologic record is additional evidence of the dynamic nature of the hydrometerological regime of central Australia.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Patton:2005geomyidae,Family Geomyidae,2023-01-05 16:42:05.198 +0100,
Patton:2005heteromyidae,Family Heteromyidae,2023-01-05 16:42:05.198 +0100,
Patton:2022measuring,"The concept of the geomorphic cycle is a foundational principle in geology and geomorphology, but the topographic evolution of a single landscape from inception to maturity has been difficult to demonstrate in nature. The onlapping dunes of the Cooloola Sand Mass (CSM) in eastern Australia provide an ideal chronosequence to evaluate landscape evolution. Here commonly assumed properties on which landscape models are based (i.e., conservation of mass and major factors contributing to landscape change) can be physically measured and accounted for. Our field based measurements and forward numerical models demonstrate that dunes, like other landscapes, relax in an exponential manner. The emplaced dunes evolve through an initial phase of rapid topographic adjustment associated with the dominance of landsliding. This phase continues for ∼1kyr until hillslope gradients are lowered below their angle of repose (0.65m m−1or 33 degrees. Once sufficiently lowered, the dunes evolve through slow, soil creep processes. These findings of dual transport regimes are validated by stratigraphic records at all excavated dune foot-slopes and we propose that this evolution can be measured by the distribution of curvature (C) of a landform, specifically its standard deviation (σC), as a measure of surface roughness. Surface roughness smooths with time through diffusional sediment transport that lowers local relief. The value and its rate of smoothing can define the stage in evolutionary development and help infer processes, which makes it an important morphometric tool for understanding landscapes. These observations highlight that under stable evolutionary conditions, the development of the landscape is governed by the physical properties of the dune's parent material. In addition, our findings support landscape evolution inferences from numerical and physical models and the coupling of granular material physics with landscape change.",2023-07-22 06:51:38.269 +0200,
Patton:2022roughness,"Here we present a novel application of landscape smoothing with time to generate a detailed chronology of a large and complex dune field. K'gari (Fraser Island) and the Cooloola Sand Mass (CSM) dune fields host thousands of emplaced (relict) and active onlapping parabolic dunes that span 800 000 years in age. While the dune fields have a dating framework, their sheer size (~1930 km2) makes high-resolution dating of the entire system infeasible. Leveraging newly acquired (n = 8) and previously published (n = 20) optically stimulated luminescence (OSL) ages from K'gari and the CSM, we estimate the age of Holocene dunes by building a surface roughness (σC)-age relationship model. In this study, we define σC as the standard deviation of topographic curvature for a dune area and we demonstrate an exponential relationship (r2 = 0.942, RMSE = 0.892 ka) between σC and timing of dune emplacement on the CSM. This relationship is validated using ages from K'gari. We calculate σC utilizing a 5 m digital elevation model and apply our model to predict the ages of 726 individually delineated Holocene dunes. The timing of dune emplacement events is assessed by plotting cumulative probability density functions derived from both measured and predicted dune ages. We demonstrate that both dune fields had four major phases of dune emplacement, peaking at <0.5, ~1.5, ~4, and ~8.5 ka. We observe that our predicted dune ages did not create or remove major events when compared to the OSL-dated sequence, but instead reinforced these patterns. Our study highlights that σC-age modelling can be an easily applied relative or absolute dating tool for dune fields globally. This systematic approach can fill in chronological gaps using only high-resolution elevation data (3-20 m resolution) and a limited set of dune ages.",2023-03-26 14:45:57.798 +0200,
Patton:2023cooloola,"In this study, we assess charcoal records from eolian deposits within the Cooloola Sand Mass, a subtropical coastal dune system in eastern Australia, to determine whether they can be used as a proxy for Holocene fire history. We excavate four profiles in depositional wedges at the base of dune slipfaces (footslope deposits) and calculate charcoal concentrations for three size classes (180--250 μm, 250--355 μm, and 355 μm--2 mm) at predetermined depth intervals. Age--depth models are constructed for each profile using radiocarbon measurements (n = 46) and basal optically stimulated luminescence ages (n = 4). All records appear intact with little evidence of postdepositional mixing as demonstrated by minimal age reversals and consistent trends in charcoal concentration and accumulation rates (CHAR) among size classes. Combining all four records, we generate a ca. 7 cal ka BP terrestrial fire history that depicts distinct peaks representing periods of increased local fire activity at <0.3, 1.1--0.4, 2.2--1.6, 3.4--2.6, and 6.7--5.3 cal ka BP. Our findings parallel regional records and highlight the utility of dune footslopes as ecological and sedimentary archives. As dune fields are much more common than wetlands and lakes in semiarid and arid areas, these deposits have the potential to increase the spatial resolution of fire records globally.",2023-07-22 06:51:38.269 +0200,
Paus:2015finnsjoen,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pavey:2016kaluta,"The majority of animals have a specific activity rhythm over the 24 h daily cycle such that they can be categorised as either diurnal or nocturnal. This stability creates interest in understanding species that can invert their activity rhythm. The kaluta, Dasykaluta rosamondae, a small dasyurid marsupial endemic to northern arid Australia, is one such species. In contrast to most other dasyurid species and in fact most small mammals, the kaluta is almost exclusively diurnal in winter. To assess the potential benefits of diurnal activity we examined the diet and assessed potential predators and competitors. We identified 33 food categories including four classes of invertebrates, three classes of vertebrates and plant material. Diet was dominated by Coleoptera (beetles, 26.7% volume) and Formicidae (ants, 25.0% volume). We found no evidence that the prey base of kalutas differed as a consequence of diurnal activity. Likewise, diurnal foraging was probably not driven by competition. A likely explanation of diurnal activity in winter in this species is that it both allows temporal separation in activity from a significant predator, the brush-tailed mulgara, Dasycercus blythi, and reduces thermoregulatory foraging costs.",2023-02-17 13:35:53.701 +0100,
Pavlides:1993yombon,Excavations and surface collections at Yombon (formerly Yambon) in February 1991 produced flaked chert and obsidian artefacts numbering around 3150. Several radiocarbon dates and new stratigraphie evidence spanning some 6000 years are reported here. Of especial significance are two bifacially flaked chert artefacts found in a context dated to more than 3700 years.,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pavlides:1994rainforests,"The growing story of early settlement in the northwest Pacific islands is moving from coastal sites into the rainforest. Evidence of Pleistocene cultural layers have been discovered in open-site excavations at Yombon, an area containing shifting hamlets, in West New Britain‘s interior tropical rainforest. These sites, the oldest in New Britain, may presently stand as the oldest open sites discovered in rainforest anywhere in the world.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pavlides:1999thesis,"This thesis examines how flaked stone technoloies from the lowland tropical rainforests of West New Britain, Papua New Guinea were organised over the last 35,000 years. During this time the compoition and characteristics of the flaked stone industries found in this area have altered dramatically. This thesis documents these canges with the aim of examining local strategies for the procurement of lithic raw materials, artefact mnufacture, maintenance, use and discard. The primary focus of analysis is the way in which changes in technology rlate to shifting adaptations, in particular changes in settlement mobility, subsistence activities and patterns of land use. The rainforest sites are all located in an area where high quality raw materials are abundant and widely distributed. Thus it is possible to test the proposition that raw material avaliability and quality was the primary influence on the way that stone technologies were organised. Contrary to some recent suggestions this was not found to be the case and other explanations for changes in the characteristics of these assemblages had to be sought. In Melanesia the change from high mobility to intensive gardening is an obvious point from which to begin to model change in the organisation of flaked stone technologies. The data from this area of the West New Britain rainforest do no tsupport the conventional model of increased sedentism beginning around 3500 years ago. Rather, the stone artefacts assemblages suggest that settlement organisation and subsistence activities changed dramatically at least twice before thi and that increasing sedentism was an aspect of life in the raniforest long before the late Holocene.",2022-10-09 20:04:07.350 +0200,
Pavlides:2004misisil,"The potential for archaeological evidence of Pleistocene activity to exist in West New Britain was first realized by Jim Specht. More recent work in Specht’s research region of Yombon reveals intriguing archaeological data which demonstrate the organized utilization of rainforest resources as early as 35,500 years ago. The early colonists of the Bismarck Archipelago were versatile hunter-gatherers able to move beyond the coastal island fringes of Melanesia and harness important economic and lithic resources deep within the lowland rainforests.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pavlides:2007prelapita,"Pioneering archaeological research in the Admiralty Islands by Kennedy (1979, 1981, 1982, 1983, 2002) and others (Ambrose, 1976, 1988, 1991; Ambrose et al., 1981; Ambrose & Duerden, 1982; Fredericksen et al., 1993; Fredericksen, 1994) revealed early on the central position and importance of these northernmost islands of the Bismarck Archipelago. Distinguished by abundant obsidian sources that were utilized and distributed by the local inhabitants for at least 12,000 years, and chert resources that were exploited for well over 20,000 years, these islands are part of the long-standing tradition of early exploration and colonization now recognized for greater Melanesia. This paper presents new technological data for the flaked stone assemblage from the sites of Peli Louson (GFJ) and Father’s Water (GAC), which have cultural contexts dated to the mid and late Holocene. The technological data provide evidence about the occupation and management of the region and its resources and join an expanding dataset describing pre-Lapita settlement in island Melanesia.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pawley:2005papuan,"This book is an inter-disciplinary exploration of the history of humans in New Guinea, the Bismarck Archipelago and the Solomon Islands, which make up the biogeographic and cultural region that is coming to be known as Near Oceania, with particular reference to the people who speak Papuan (non- Austronesian) languages. Discoveries over the past 50 years have given Near Oceania a prominence in world prehistory far beyond its demographic, economic and political importance. Archaeological research has established that by 40,000 years ago people had made the ocean crossings from South-east Asia to the Australia-New Guinea continent and had reached New Britain and New Ireland. By 30,000 years ago they had penetrated the high valleys of the central highlands of New Guinea. There is evidence of cultivation of taro, yam and banana and associated forest clearance in some parts of the central highlands from 10,000 years ago and this takes on a more systematic, agricultural character after about 7,000 years ago. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:28:47.854 +0100
Pearce:1981swan,"An extensive open-air site, on an ancient floodplain bordering the Swan River, has been partially uncovered by a clay pit operation. Preliminary excavations of small areas have yielded stone artefacts intimately associated with charcoal and carbonized material, possibly resin. A series of radiocarbon measurements place the site among the earliest yet known from Australia, and indicate that the southwestern corner of the continent was populated by about 40,000 years ago.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Pearce:2017antechinus,"The buff-footed antechinus (Antechinus mysticus) is a newly described carnivorous marsupial from eastern Australia. We examined the diet composition and prey preference of this little known dasyurid in the southernmost (Brisbane) and northernmost (Eungella) populations. Animals were captured over three months (July-September) during 2014 encompassing the breeding period (late July and August) of the species. Seasonal sampling carried over into a second year which followed the succeeding cohort of juveniles as they dispersed from their maternal nest (summer), through their maturation (autumn), to the beginning of breeding (winter), sampling across one complete generation. The diet of A. mysticus consisted predominantly of invertebrates, with 16 prey orders identified (11 Insecta, two Arachnida, two Myriapoda, one Crustacea). Vertebrate (Family Scincidae) consumption was recorded in low abundance at both sites. The diet of A. mysticus was dominated by Araneae (spiders), Blattodea (cockroaches) and Coleoptera (beetles). Comparison of identified prey consumption in scats with prey availability in pitfall traps showed A. mysticus to be a dietary generalist, opportunistically consuming mostly invertebrate prey with supplementary predation on small vertebrates. Juvenile A. mysticus preyed predominantly on Blattodea (33.4% mean percentage volume) and Coleoptera (31.6% mean percentage volume), potentially suggesting a preference for larger, easier to catch, prey items. Further exploration into the relationship between prey and body size is required to determine this.",2023-02-17 13:35:53.701 +0100,
Peck:2016thesis,"This project focuses on the high-resolution analysis of archaeological marine fauna assemblages, using methodologies situated in an evolutionary ecology theoretical framework. These assemblages come from eight Kaiadilt archaeological sites across the South Wellesley Archipelago, which are a valuable dataset to examine not just dietary composition of foragers in the islands but also long-term patterns in the temporal and spatial availability of subsistence resources. This study also represents the first Australian investigation that applies trophic level analysis to archaeological marine fauna assemblages in order to explore anthropogenic effects on prehistoric fisheries (e.g. Bourque et al. 2008; Reitz et al. 2009; Quitmyer and Reitz 2006). Located in the southern Gulf of Carpentaria, in the central north of Australia the study area for this project focuses on Bentinck, Sweers and Fowler Islands, three of the largest islands in the South Wellesley Archipelago and the traditional home of Kaiadilt people. A three phase cultural chronology spanning the past c. 3,500 years is suggested for the study area, based on a comprehensive suite of 128 radiocarbon dates collected from cultural deposits, combined with results from linguistic studies (see Memmott et al. 2016). This archaeological research undertaken in collaboration with the Kaiadilt Aboriginal community has resulted in the recording of cultural places on their lands. Community engagement has been an integral part of this research and ultimately has contributed to the success of the project. At a regional level this thesis contributes to the discourse about Aboriginal subsistence practices in northern Australia for the late Holocene. The project provides a large dataset similar with those of other studies conducted internationally, and is therefore able to inform other research based within an ecological theory framework. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:29:02.893 +0100
Pecor:2003testudines,Order Testudines,2023-01-05 16:42:05.198 +0100,
Pecor:2003testudinidae,Family Testudinidae,2023-01-05 16:42:05.198 +0100,
Peltonen:2020lapland,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pemberton:1999soils,"Recent archaeological surveys along the west coast of Tasmania have located extensive midden deposits (Prince 1990, 1992), interbedded with late Holocene dune sands up to 30 m deep, which contain four distinct buried dune soil horizons. The accumulation of sand and the development of palaeosols on substrates which are readily mobilised occurs quickly. The presence of the palaeosols provides a stratigraphic framework which can assist in understanding the sequence of deposition and the environmental conditions which occurred at the time. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:28:07.689 +0100
Pendleton:2015rapid,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Pendleton:2017lichenometry,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Peng:2019cogarbu,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Peng:2020bhutanese,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Penserini:2017cascadia,"In unglaciated steeplands, valley reaches dominated by debris flow scour and incision set landscape form as they often account for > 80\% of valley network length and relief. While hillslope and fluvial process models have frequently been combined with digital topography to develop morphologic proxies for erosion rate and drainage divide migration, debris-flow-dominated networks, despite their ubiquity, have not been exploited for this purpose. Here, we applied an empirical function that describes how slope-area data systematically deviate from so-called fluvial power-law behavior at small drainage areas. Using airborne LiDAR data for 83 small (~ 1 km2) catchments in the western Oregon Coast Range, we quantified variation in model parameters and observed that the curvature of the power-law scaling deviation varies with catchment-averaged erosion rate estimated from cosmogenic nuclides in stream sediments. Given consistent climate and lithology across our study area and assuming steady erosion, we used this calibrated denudation-morphology relationship to map spatial patterns of long-term uplift for our study catchments. ... [_truncated_]",2021-11-19 12:11:05.011 +0100,2023-01-11 09:27:34.338 +0100
Pepin:2013tunas,"The study of the Las Tunas River incisions, located in the eastern Andean foreland front , provides new clues for the interpretation of deep piedmont entrenchments. Both the Las Tunas mountain catchment and its piedmont are strongly entrenched with maximal incision of over 100 m at the mountain front. Three main terrace levels are well exposed and are labelled T1, T2 and T3 from the youngest to the oldest. We combined geological and geomorphological field observations, kinematic GPS data, satellite data and aerial photos with geochronological and analysis to provide a detailed description of terrace organization and a discussion of the evolution of the Las Tunas landscape. The surprisingly constant concentrations in surface layers as deep as 1.5 m show that gently dipping alluvial surfaces can be continuously and deeply mixed. Our data show a first period of deposition (Mesones Fm) before 0.85 Myr (minimum T3 age), followed by deep erosion and a second sedimentation period (Las Tunas Fm) that includes a ca. 0.6 Myr ash deposit. T2 and T1 are inset in the Las Tunas Fm and were abandoned ca. 15–20 kyr ago. The similar ages for T2 and T1 show that post‐20 kyr entrenchment occurred very rapidly. Despite Quaternary deformation in the Las Tunas piedmont, terrace entrenchment is best explained by paleo‐climatic changes. The terrace organization reveals that the erosion‐sedimentation phases affected the entire system from the piedmont toe to 10 km upstream of the mountain front. Finally, contrary to the neighbouring more deeply incised Diamante River system, where late Quaternary piedmont uplift is more likely to have been a factor causing incision, the more stable Las Tunas system provides an incomplete geomorphological record of Pleistocene and Holocene climate variations. We suggest that climate variations are better recorded in uplifting piedmonts than in stable ones, where the magnitude of incision and sedimentation and the fact that they occur repeatedly at the same elevation can erase a large part of the record.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Perg:2003cruz,"We demonstrate that cosmogenic radionuclides can be employed to trace sediment when the sources have sufficiently distinct concentrations, and develop a theoretical mixing model for a rocky coastline littoral system. We combine the resulting mixing model with existing cosmogenic radionuclide methods that quantify river inputs and terrace ages to determine the major components of the long-term littoral sediment budget of the Santa Cruz, California, coastline. Sediment derived from coastal basins eroding at 0.2 mm/yr has a much lower concentration than sediment derived from 60–84 ka terrace sands atop backwearing seacliffs. The complex pattern of cosmogenic radionuclide concentrations in littoral sands along >100 km of coastline can be explained by mixing sediment derived from seacliffs backwearing at 10 cm/yr with that delivered by rivers having widely different amounts of sediment discharge.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Petchey:2005local,"Marine shell has several advantages for radiocarbon (14C) dating in the Pacific. It is ubiquitous in archaeological sites, is easy to identify to the species level, and can often be related directly to human activity. Consequently, shells are one of the most commonly dated 14C sample types within this region. A suitable local marine correction (∆R) needs to be applied to shell determinations, however, in order to correct for surface ocean 14C variability and obtain calendar ages. This can be achieved using carefully selected charcoal and shell samples recovered from archaeological sites. In this paper, new and extant charcoal and shell 14C determinations from the Kainapirina (SAC) locality on Watom Island in Papua New Guinea have been used to calculate a ∆R of 261 ± 101 14C years. Because of complexities with the stratigraphy of SAC, we have followed a methodology outlined in Nicholls and Jones (2001) and Jones et al. (in press) that allows some uncertainty in the dated events to be incorporated in the calculation. This ∆R value is in accord with our expectations for the Papua New Guinea region.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petchey:2005three,"In archaeological dating, the greatest confidence is usually placed upon radiocarbon results of material that can be directly related to a defined archaeological event. Human bone should fulfill this requirement, but bone dates obtained from Pacific sites are often perceived as problematic due to the incorporation of 14C from a range of different reservoirs into the collagen via diet. In this paper, we present new human bone gelatin results for 2 burials from the SAC archaeological site on Watom Island, Papua New Guinea, and investigate the success of calibrating these determinations using dietary corrections obtained from δ34S, δ15N, and δ13C isotopes.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petchey:2011testing,"Archaeologists have long debated the origins and mode of dispersal of the immediate predecessors of all Polynesians and many populations in Island Melanesia. Such debates are inextricably linked to a chronological framework provided, in part, by radiocarbon dates. Human remains have the greatest potential for providing answers to many questions pertinent to these debates. Unfortunately, bone is one of the most complicated materials to date reliably because of bone degradation, sample pre-treatment and diet. This is of particular concern in the Pacific where humidity contributes to the rapid decay of bone protein, and a combination of marine, reef, C4, C3 and freshwater foods complicate the interpretation of 14C determinations. Independent advances in bone pre-treatment, isotope multivariate modelling and radiocarbon calibration techniques provide us, for the first time, with the tools to obtain reliable calibrated ages for Pacific burials. Here we present research that combines these techniques, enabling us to re-evaluate the age of burials from key archaeological sites in the Pacific.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petchey:2012bismarck,"Interactions between islands, ocean currents, and winds cause large-scale eddies and upwelling in the lee of islands that can result in spatial variation in the marine radiocarbon reservoir. For waters around New Ireland and the Bismarck Sea, ΔR values ranging from 365 to −320 14C yr have been reported (Kirch 2001; Petchey et al. 2004). Petchey et al. (2004) proposed that some of this variation was caused by seasonal reversals in the South Equatorial Current and North Equatorial Counter Current system, combined with Ekman upwelling from the Equator. McGregor et al. (2008) suggested additional complexity within this region caused by a change in the reservoir value over time in response to changing climatic conditions. We present a series of 14 new and extant published ΔR and R values on historic shells, combined with 8 values from archaeological terrestrial/marine pairs and U-Th dated coral, that support observations of localized variability caused by a complex interplay between seasonal currents, riverine input, and ocean eddies. On the basis of these values and oceanographic data, we divide the Bismarck Sea surface marine 14C reservoir into 6 tentative subregions. In particular, our results support significant variation within channels at the southwest and southeast ends of New Britain and towards the equatorial boundary of the sea. Our results indicate that within the Bismarck Sea geographical variation appears to be more extreme than temporal over the last 3000 yr.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petchey:2012marine,"Herbivorous and deposit-feeding gastropods are a major component of archaeological shell middens worldwide. They provide a wealth of information about subsistence, economy, environment, and climate, but are generally considered to be less than ideal for radiocarbon dating because they can ingest sediment while they graze, inadvertently consuming terrestrial carbon in the process. However, few studies of 14C activity in herbivores or deposit-feeding gastropods have been conducted into this diverse range of animals that inhabit many environmental niches. Here, we present results investigating 14C variability in shells belonging to the families Strombidae and Potamididae from the Bogi 1 archaeological site, Caution Bay, southern coastal Papua New Guinea (PNG). These shells make up 39.3% of the shell MNI in the excavation units studied and some of these species are the most common taxa of neighboring sites. It would therefore be advantageous to establish if there are any 14C offsets associated with such animals, and identify those that can give reliable calendar ages. Our methodology combines a high-resolution excavation protocol, selection of short-lived samples identified to species level, and a triisotope approach using 14C, δ13C, and δ18O to evaluate the source of variability in shells. Our results indicate that considerable variation exists between different species of Strombidae with some inhabiting muddier environments that act as sinks for limestone-derived sediments with depleted 14C content. The magnitude of variation is, however, overshadowed by that measured in the mudwhelk, Cerithidea largillierti, which has the largest spread in 14C of any shellfish studied so far at Caution Bay. This animal ingests sediment within the estuary that contains 14C derived from both enriched and depleted sources.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
