"CHRONLGYID","NEO_UNITID","AGETYPEID","CONTACTID","IS_DEFAULT","CHRONNAME","PREPDATE","AGEMODEL","AGEYOUNG","AGEOLD","CHRONNOTE","UNITID"
32154,33283,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32155,33284,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32156,33285,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32157,33286,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32158,33287,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32159,33288,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32160,33289,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32161,33290,2,44,"true","Julier et al. 2018","12/12/2019","collection period",-70,-60,"",NA
32162,33291,9,936,"true","Neotoma 1","12/12/2019","Bacon",-70,13810,"Age model based on IntCal13 calibration curve.Bacon command line: Bacon(BEGBIE,d.max=624,thick=10,depths.file=TRUE)Bacon settings: 0 #d.min624 #d.max1 #d.by1 #depths.fileNA #slump20 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
32163,33292,2,44,"true","Julier et al. 2019","13/12/2019","collection period",-65,-61,"",NA
32164,33293,2,44,"true","Julier et al. 2019","13/12/2019","collection period",-63,-61,"",NA
32165,33294,2,44,"true","Julier et al. 2019","13/12/2019","collection period",-65,-61,"",NA
32166,33295,2,44,"true","Julier et al. 2019","13/12/2019","collection period",-65,-61,"",NA
32167,33296,2,44,"true","Julier et al. 2019","13/12/2019","collection period",-65,-61,"",NA
32168,33297,2,44,"true","Julier et al. 2019","13/12/2019","collection period",-65,-61,"",NA
32169,33298,2,44,"true","Julier et al. 2019","15/12/2019","collection period",-65,-61,"",NA
32170,33299,2,44,"true","Julier et al. 2019","15/12/2019","collection period",-65,-61,"",NA
32171,33300,2,44,"true","Julier et al. 2019","15/12/2019","collection period",-65,-61,"",NA
32172,33301,2,44,"true","Julier et al. 2019","15/12/2019","collection period",-65,-62,"",NA
32173,33302,2,44,"true","Julier et al. 2019","15/12/2019","collection period",-63,-61,"",NA
32174,33303,2,44,"true","Julier et al. 2019","15/12/2019","collection period",-65,-61,"",NA
32175,4361,5,969,"true","EPD","15/10/1997","LERP",2810,12680,"",NA
32176,4361,5,8803,"false","Fossilva","01/01/2001","LERP",0,12680,"Top taken as modern.",NA
32177,4361,9,8720,"true","Giesecke et al. 2014 (MADCAP)","01/01/2019","LERP",2380,14850,"Linear age with CLAM (Blaauw). IntCal13, sigma 2.",NA
32178,33304,9,44,"false","Neotoma 1","16/12/2019","clam",-20,13690,"Replication of original clam age model in Rust & Minckley (2020).clam command line:clam(PAINTRK,type=4,smooth=0.2,dmax=465)Settings (square brackets give names of the constants)Calibration curve: IntCal13.14CAge-depth model: smooth spline [type=4] with spar = 0.2 [smooth]Weighted by the calibrated probabilities [wghts=1]Calculations at 95% confidence ranges [prob=0.95]Amount of iterations: 1000 [its]Calendar age point estimates for depths based on weighted average of all age-depth curves [est=1]Calendar scale used: cal BP [BCAD=FALSE] at a resolution of 1 yr [yrsteps]Ages were calculated every 1 [every] cm [depth], from 0 [dmin] to 465 [dmax] cm Goodness-of-fit (-log, lower is better):  53.18 Any models with age-depth reversals were removedProduced Mon Dec 16 18:11:26 2019",NA
32179,33304,9,15979,"false","Rust & Minckley CHAR age model","25/02/2019","clam adjusted",-60,15100,"Ages from clam age model were adjusted to several linear sections to produce constant sediment flux rates for sections of core. Sample ages are the tops of the 1-cm thick sections.Settings for original clam age model:Settings (square brackets give names of the constants)Calibration curve: IntCal13.14CAge-depth model: smooth spline [type=4] with spar = 0.2 [smooth]Weighted by the calibrated probabilities [wghts=1]Calculations at 95% confidence ranges [prob=0.95]Amount of iterations: 1000 [its]Calendar age point estimates for depths based on weighted average of all age-depth curves [est=1]Calendar scale used: cal BP [BCAD=FALSE] at a resolution of 1 yr [yrsteps]Ages were calculated every 1 [every] cm [depth], from 0 [dmin] to 451 [dmax] cm Goodness-of-fit (-log, lower is better):  87.13 Any models with age-depth reversals were removedProduced Mon Feb 25 14:26:43 2019",NA
32180,33304,9,44,"true","SKOPE","16/12/2019","Bacon",-20,13700,"Based on IntCal13 calibration curve.Bacon command line:Bacon(LPAINTRK,thick=5,acc.mean=30,d.max=465)Bacon settings file:0 #d.min465 #d.max1 #d.by0 #depths.fileNA #slump30 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
32181,33305,2,15981,"true","Bendel et al. (2006)","","LERP using the Pb-210 dates; extrapolation beyond",-50,120,"",NA
32182,33306,2,8777,"true","Calibrated Age","","Locally weighted regression using the radiocarbon dates and regional pollen stra",-50,14350,"",NA
32183,3754,5,558,"true","E. Kvavadze preferred","28/08/1996","LERP",300,2400,"",NA
32184,3754,9,968,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","LERP",350,2540,"Linear age model. Based on IntCal09 calibration curve. CLAM.",NA
32185,3753,5,558,"true","E. Kvavadze preferred","28/08/1996","LERP",190,2300,"",NA
32186,3753,9,968,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","LERP",190,2510,"Linear age model. Based on IntCal09 calibration curve. CLAM.",NA
32187,3752,5,558,"true","E. Kvavadze preferred","28/08/1996","LERP",220,2500,"",NA
32188,3752,9,968,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","LERP",200,2630,"Linear age model. Based on IntCal09 calibration curve.",NA
32189,33307,2,9089,"true","Calibrated Age","","General Additive Modelling (GAM) following Heegard et al. (2005)",6300,11000,"",NA
32190,33308,2,8772,"true","Calibrated Age","","LERP and extrapolation",-55,8200,"",NA
32191,200,5,558,"true","Kvavadze","28/08/1996","LERP",200,2200,"Top at 0 and bottom at 2200 yr BP.",NA
32192,200,9,968,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","LERP",180,2230,"Linear age model. Based on IntCal09 calibration curve. CLAM.",NA
32193,33309,9,15979,"false","Rust & Minckley 2020","25/02/2019","clam adjusted",-50,18900,"Ages from clam age model were adjusted to several linear sections to produce constant sediment flux rates for sections of core. Sample ages are the midpoints of the 1-cm thick sections.Settings for original clam age model:Settings (square brackets give names of the constants)Calibration curve: IntCal13.14CAge-depth model: smooth spline [type=4] with spar = 0.27 [smooth]Weighted by the calibrated probabilities [wghts=1]Calculations at 95% confidence ranges [prob=0.95]Amount of iterations: 1000 [its]Calendar age point estimates for depths based on weighted average of all age-depth curves [est=1]Calendar scale used: cal BP [BCAD=FALSE] at a resolution of 1 yr [yrsteps]Ages were calculated every 1 [every] cm [depth], from 398 [dmin] to 896 [dmax] cm Goodness-of-fit (-log, lower is better):  147.52 Some age-depth reversals occurredAny models with age-depth reversals were removedProduced Mon Feb 25 14:51:09 2019",NA
32194,33309,9,44,"false","Neotoma 1","20/12/2019","clam",-50,18810,"Replication of original clam age model in Rust & Minckley (2020).clam command line:clam(RNBWC,type=4,smooth=0.27,dmax=890.5,depths.file=TRUE)Settings (square brackets give names of the constants)Calibration curve: IntCal13.14CAge-depth model: smooth spline [type=4] with spar = 0.27 [smooth]Weighted by the calibrated probabilities [wghts=1]Calculations at 95% confidence ranges [prob=0.95]Amount of iterations: 1000 [its]Calendar age point estimates for depths based on weighted average of all age-depth curves [est=1]Calendar scale used: cal BP [BCAD=FALSE] at a resolution of 1 yr [yrsteps]Ages were calculated every 1 [every] cm [depth], from 398 [dmin] to 890 [dmax] cm Goodness-of-fit (-log, lower is better):  50.41 Any models with age-depth reversals were removedProduced Fri Dec 20 17:11:15 2019",NA
32195,33309,9,44,"true","SKOPE","20/12/2019","Bacon",-50,18820,"Based on IntCal 13 calibration curve. Bacon command line:Bacon(RNBWC,thick=5,acc.mean=40,acc.shape=2.5,d.max=890.5,depths.file=TRUE)Bacon settings file:398 #d.min890.5 #d.max1 #d.by1 #depths.fileNA #slump40 #acc.mean2.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
32196,838,5,716,"false","EPD 1","11/11/1996","LERP",800,10500,"Chron uses 7 radiocarbon dates.",NA
32197,838,5,44,"true","GPD 1","06/07/1998","LERP",340,8210,"Chron uses surface (0 BP) plus 7 radiocarbon dates.",NA
32198,838,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",500,9850,"Smooth spline age model. Based on IntCal09 calibration curve. CLAM  software.",NA
32199,4077,2,716,"false","EPD default","11/11/1996","LERP",620,10000,"Top was fixed on 0 (no C14 dates).",NA
32200,4077,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth splin",730,11740,"Smooth spline age model. Based on IntCal09 calibration curve. CLAM application.",NA
32201,4217,2,716,"false","EPD default","11/11/1996","LERP",500,10000,"Top was fixed on 0 (no C14 dates).",NA
32202,4217,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",760,11570,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: Too few samples for stratigraphy. CLAM application.",NA
32203,517,5,716,"true","EPD","11/11/1996","LERP",400,11750,"",NA
32204,517,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",460,13740,"Smooth spline age model. Based on IntCal09 calibration curve. CLAM application.",NA
32205,4396,5,716,"true","EPD default","11/11/1996","LERP",140,8840,"",NA
32206,4396,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",300,9910,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: More dates than samples. CLAM application.",NA
32207,4302,2,716,"false","EPD default","11/11/1996","LERP",1680,10000,"",NA
32208,4302,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",1420,11650,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Not even sure about top and bottom. CLAM application.",NA
32209,4201,5,716,"true","EPD default","11/11/1996","LERP",300,4700,"",NA
32210,3976,5,716,"true","EPD default","11/11/1996","LERP",310,11250,"The top was fixed at 0.",NA
32211,4183,5,969,"true","EPD","30/01/1999","LERP",350,10126,"",NA
32212,4183,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",400,11570,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: All 14C including top - all errors are the same this is unlikely!! - careful this one was upside down. CLAM application.",NA
32213,3916,5,1139,"true","Author preferred","01/01/2009","LERP",3500,11120,"The old-style pollen diagram; estimated ages calculated by M. Latalowa on the basis of regional pollen data (Ralska-Jasiewiczowa, Latalowa, 1996)",NA
32214,3916,5,8803,"false","Fossilva","01/01/2001","LERP",4000,10600,"Chronology very provisional based on regional pollen stratigraphy from Berglund et al. (1996).",NA
32215,3916,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",3200,12700,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
32216,4204,2,708,"true","Author's preferred","07/03/1997","LERP",470,11990,"10 control points correlated with the Luckze Lake from Poland.",NA
32217,4204,2,968,"false","Oak Default","01/01/2003","LERP",250,9240,"",NA
32218,4206,5,708,"true","Author's preferred","07/03/1997","LERP",500,10720,"4 control points according to the pollen diagram. Top assumed to be modern.",NA
32219,4084,2,708,"false","EPD default","07/03/1997","LERP",690,14420,"",NA
32220,4084,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",630,12520,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: I set a new bottom contoll point at 820 depth to 10000 aprox. Start Holocene and deleted the other contol points. CLAM application.",NA
32221,3804,2,708,"false","EPD default","07/03/1997","LERP",900,11000,"3 control points according to the pollen data.",NA
32222,3804,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",1380,12660,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: I set a new bottom contoll point at 210 depth to 10000 aprox. Start Holocene and deleted the other contol points. CLAM application.",NA
32223,4328,2,708,"false","EPD default","07/03/1997","LERP",220,10920,"",NA
32224,4328,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",300,11860,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Looks OK no change made. CLAM application.",NA
32225,4026,2,708,"false","EPD default","07/03/1997","LERP",1430,14040,"3 control points according to the pollen data.",NA
32226,4026,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",510,14560,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: I set a new bottom contoll point at 550 depth to 10000 aprox. Start Holocene and deleted the other contol points. CLAM application.",NA
32227,355,5,708,"true","EPD default","29/08/1996","LERP",600,11000,"The top and the bottom are estimated by the author.",NA
32228,355,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",1190,17490,"Smooth spline age model. Based on IntCal09 calibration curve. CLAM application.",NA
32229,4314,5,1139,"true","Authot preferred","01/01/2009","LERP",200,10870,"The 14C date is too old; estimated ages are given by B. Noryskiewicz for the Polish isopollen project",NA
32230,4314,5,8803,"false","Fossilva","01/01/2001","LERP",3500,11800,"",NA
32231,4314,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",230,11200,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: 3 POL points used from Gosciaz",NA
32232,4246,5,8803,"true","Fossilva","01/01/2001","Linear regression",11930,12550,"LG site of uncertain chronology contamined by secondary pollenat the bottom and at the top of the profile; high Pinus proportions don't confirm the Bolling age butrather indicate the Allerod chronozone; profile should stored without chronology model (M. Latalowa, 2009)",NA
32233,33310,2,936,"true","Collection date","14/01/2020","collection date",-67,-67,"",NA
32234,4224,9,8710,"true","EPD2","15/01/2020","clam",-40,5800,"Linear interpolation, including top and 2 x 14C from publication",NA
32235,4367,5,969,"true","EPD","01/03/1995","LERP",1560,9660,"",NA
32236,4367,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",1310,10760,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: Low resolution",NA
32237,3932,5,1139,"true","Author preferred","01/01/2009","LERP",0,8180,"Estimated ages calculated by K. Milecka for the Polish isopollen project",NA
32238,3932,5,8803,"false","Fossilva","01/01/2001","LERP",0,7200,"Chronology very provisional based on regional pollen correlation.",NA
32239,3932,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",0,9050,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: 3 dates but much pollen for the last 7000",NA
32240,4321,5,1139,"true","Author preferred","01/01/2009","LERP",140,10000,"Low pollen counts; the bottom part 260-340cm strongly co,tamined; estimated ages given by M. Latalowa on the basis of regional pollen data (Ralska-Jasiewiczowa, Latalowa, 1996)",NA
32241,4321,5,1268,"false","Author's preferred","01/01/1999","LERP",0,9000,"",NA
32242,33311,2,936,"true","Collection date","15/01/2020","collection date",-67,-67,"",NA
32243,33312,2,936,"true","Collection date","15/01/2020","collection date",-67,-67,"",NA
32244,33313,2,936,"true","Collection date","15/01/2020","collection date",-67,-67,"",NA
32245,33314,2,936,"true","Collection date","15/01/2020","collection date",-67,-67,"",NA
32246,33315,2,936,"true","Collection date","15/01/2020","collection date",-67,-67,"",NA
32247,4292,5,1139,"true","Author preferred","01/01/2009","LERP",100,10500,"Estimated ages given by M. Latalowa on the basis of 14C dates in the SLOP2 profile and the time-scale pollen diagram published by K. Szczepanek in the Polish IGPC-158B synthesis (1989)",NA
32248,4292,5,8803,"false","Fossilva","01/01/2001","LERP",0,12000,"Control point at base is a minimum age only, representing the oldest regional recorded occurance of pine-birch forest.",NA
32249,4293,5,969,"true","EPD","01/03/1995","LERP",20,10280,"",NA
32250,4293,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",60,12140,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
32251,3813,5,1139,"true","Author preferred","01/01/2009","LERP",100,11300,"Estimed ages calculated by M. Latalowa by comparison with Gosciaz profile (Ralska-Jasiewiczowa et al. 1998) 2 two 14C dates (5200 and 6110) are too old and should not be used for chronology model (M. Latalowa) curve calculated with Tilia",NA
32252,3813,5,8803,"false","Fossilva","01/01/2001","LERP",0,11300,"One date omited as seemingly suggested by the authors.",NA
32253,3813,5,969,"false","EPD","01/03/1995","Power interpolation",150,11000,"",NA
32254,3813,9,8770,"false","CAL BP","01/01/2011","LERP",100,13200,"CAL BP age with CLAM (Blaauw) sigma 2",NA
32255,3813,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",150,13400,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Nice diagram few dates",NA
32256,4256,5,969,"true","EPD","01/03/1995","Power interpolation",700,9500,"The age depth models are correct; they are based on 14C dates from profiles 84 and 87; the dates are prepared by K. Tobolski for the Polish isopollen project",NA
32257,4256,5,8803,"false","Fossilva","01/01/2001","LERP",500,9000,"",NA
32258,4256,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-50,10220,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
32259,4257,5,1139,"true","Author preferred","01/01/2009","LERP",300,10900,"The age/depth model should be based on radiocarbon dates from profiles 84 an 87; the dates prepared by K. Tobolski for the isopollen project.",NA
32260,4257,5,8803,"false","Fossilva","01/01/2001","LERP",900,11500,"One date omittted.",NA
32261,4257,5,969,"false","EPD","01/03/1995","Exponential interpolation",700,12000,"",NA
32262,4257,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-10,12450,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Controll points are the same as in Boog excursion guid one error corrected",NA
32263,33316,9,44,"false","Ager 2019","16/01/2020","linear regression",-40,14590,"Age model replicates that in Ager (2019, Fig. 8).",NA
32264,33316,9,44,"true","Neotoma 1","16/01/2020","Bacon",-40,15000,"Based on IntCal13 calibration curve.Bacon command line:Bacon(HUMBIRD,thick=5,acc.mean=40,d.max=400,depths.file=TRUE)Bacon settings file:0 #d.min400 #d.max1 #d.by1 #depths.fileNA #slump40 #acc.mean1.5 #acc.shape0.7 #mem.mean4 #mem.strengthNA #hiatus.depths1000 #hiatus.mean1 #hiatus.shape0 #BCAD1 #cc0 #postbombIntCal13 #cc1Marine13 #cc2SHCal13 #cc3ConstCal #cc4cm #unit0 #normal3 #t.a4 #t.b0 #d.R0 #d.STD0.95 #prob",NA
32265,33317,2,936,"true","Collection date","16/01/2020","collection date",-67,-67,"",NA
32266,33318,2,936,"true","Collection date","16/01/2020","collection date",-67,-67,"",NA
32267,33319,2,936,"true","Collection date","16/01/2020","collection date",-67,-67,"",NA
32268,33320,2,936,"true","Collection date","16/01/2020","collection date",-67,-67,"",NA
32269,33321,2,936,"true","Collection date","16/01/2020","collection date",-67,-67,"",NA
32270,33322,2,936,"true","Collection date","16/01/2020","collection date",-67,-67,"",NA
32271,4063,5,1139,"true","Author preferred","01/01/2009","LERP",40,9470,"According to M. Makohonienko all 14C dates are too old due to the hard-water effect; estimated ages given by M. Makohonienko for the Polish isopollen project (Latalowa)",NA
32272,4063,5,8803,"false","Fossilva","01/01/2001","polynom.",800,10000,"Top taken as modern.",NA
32273,4063,5,969,"false","EPD","01/03/1995","Power interpolation",1000,10500,"",NA
32274,4063,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",340,10390,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Site is adjacent S84/87 which has better dates - sediments in the latter are non calcarious - I propose a hardwarter effect of 700 years which brings dates from both sites in line",NA
32275,4064,5,1139,"true","Author preferred","01/01/2009","LERP",40,9000,"Estimated ages given by K. Tobolski according to pollen data from the microregion",NA
32276,4064,5,8803,"false","Fossilva","01/01/2001","LERP",900,9100,"Chronology based on almost identical core from the same site.",NA
32277,4064,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",140,10070,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Paralell core to LEDN86",NA
32278,3907,2,708,"false","EPD default","07/03/1997","LERP",660,10320,"",NA
32279,3907,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",950,10330,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: I changed the contol ponts: lower from 1200 to 9000 and deleted the second - high prercentages for many trees but - difficould to compare to dated diagrams available to me. CLAM application.",NA
32280,4188,5,708,"true","Author's preferred","07/03/1997","LERP",110,11000,"One C14 date and 2 control points. The top is assumed to be modern.",NA
32281,4188,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",210,12790,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: Keept bootom date but highly speculative - no clear HOL visable, deleted control point at 1000 BP. CLAM application.",NA
32282,3880,5,1139,"true","Author preferred","01/01/2009","LERP",60,11900,"Profile taken by Hiller sample, contaminated; age-depth model should stop on 950cm; L-G section below strongly contaminated by decidous tree pollen (Planatago lanceo, Centaurea cya and Secale) estimated ages from Latalowa on regional pollen data (1996)",NA
32283,3880,5,1268,"false","Author's preferred","01/08/1998","LERP",0,16000,"",NA
32284,3881,5,1139,"true","Author preferred","01/01/2009","LERP",80,12400,"estimated ages given by M. Latalowa on the basis of regional pollen data (Ralska-Jasiewiczowa, Latalowa 1996)",NA
32285,3881,5,1268,"false","Author's preferred","01/09/1998","LERP",0,10100,"",NA
32286,3882,9,6429,"true","POL ages","01/01/2009","LERP",70,11380,"Profile taken by Hiller sampler, contaminated, estimated ages given by M. Latalowa on the basis of regional pollen data (1996) Hiatus between 100-150cm. Chronology done with Clam software (Maarten Blaauw, 2009)",NA
32287,3882,5,1268,"false","Author's preferred","01/10/1998","LERP",-1000,12200,"",NA
32288,3882,5,8803,"true","Fossilva","01/01/2001","LERP",0,12200,"Top set to modern.",NA
32289,3904,5,968,"true","EPD default","27/05/1998","2nd ord. polynom.",0,9900,"Top added (0yrs/0cm). Top probbly modern (Madcap)",NA
32290,3904,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",0,11060,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: No changes made, dates cluster in early Holocen, not typical Pinus peak in early Holocen",NA
32291,4171,5,968,"true","EPD default","27/05/1998","LERP",110,8040,"Top added (0cm/0yrs).",NA
32292,4194,5,969,"true","EPD","01/03/1995","LERP",2270,7660,"",NA
32293,4194,5,8803,"false","Fossilva","01/01/2001","LERP",1890,7660,"Top taken as modern. Looking at the pollen diagram, it has a much delayed vegetation sequence suggesting the lower date may be too young. But it is at relatively high altitude (506m) which may have delayed things.Note from data processor: Sediment surface at 150 cm (not 0 !)",NA
32294,4194,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",1980,13070,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Lowest date too young as others have pointed out - therefore not considered and HOL addedNote from data processor: Sediment surface at 150 cm (not 0 !)",NA
32295,4223,5,968,"true","EPD default","29/05/1998","Linear regression",-50,7820,"No reference. Linear regression provided best fit using all dates.",NA
32296,4223,9,NA,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",20,8810,"Smooth spline age model. Based on IntCal09 calibration curve.",NA
32299,3946,2,708,"false","EPD default","05/03/1997","LERP",250,12000,"There are no C14 dates.",NA
32300,3946,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",290,14180,"Linear age model. Based on IntCal09 calibration curve. CLAM application.",NA
32301,3953,2,708,"false","EPD default","07/03/1997","LERP",680,11640,"",NA
32302,3953,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",960,12280,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: I changed bootom control point from 11000 to 10000. CLAM software.",NA
32303,4117,2,708,"false","EPD default","07/03/1997","LERP",400,14200,"",NA
32304,4117,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",500,12090,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: I changed the bottom contoll point from 11000 to 10000 aprox. Start Holocene and deleted the other contol points. CLAM application.",NA
32305,4156,2,708,"true","EPD default","29/08/1996","LERP",430,14000,"Peak of Picea dated by a correlation with a coring with diatoms.",NA
32306,4156,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",450,12600,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: I set a new bottom contoll point at 385 depth to 10000 aprox. Start Holocene and deleted the other contol points CLAM application.",NA
32307,3891,5,708,"true","Author's preferred","07/03/1997","LERP",650,12270,"3 control points according to the pollen diagram.",NA
32308,3891,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Linear age",520,13470,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: One 14C date, control points for beginning and end of YD added and on at 1000 BP from published diagram, which is availabe in print. CLAM application.",NA
32309,3892,2,708,"false","Author's preferred","07/03/1997","LERP",360,13000,"No C14 dates but with 5 control points according to the pollen diagram.",NA
32310,3892,2,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","Smooth spline",420,16430,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Newer publication available - hiatus between 83-84 cm depth some control points used from publication. CLAM application.",NA
32311,33323,9,6287,"true","Gavin.et.al.","25/06/2016","CLAM monotonic spline",-61,11301,"",NA
32312,1483,5,969,"true","EPD","01/03/1995","LERP",1130,9400,"The late glacial seems to be badly interpolated.",NA
32313,1483,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",1150,12580,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Bottom HOL was added guided by LOI and Artemisia",NA
32314,1397,5,969,"false","EPD 1","01/03/1995","exponential interpolation",100,10000,"Chron uses 12 radiocarbon dates.",NA
32315,1397,5,44,"true","GPD 1","07/07/1998","LERP",0,9910,"Chron uses surface (0 BP), 11 radiocarbon dates, and 1 pollen stratigraphic date.",NA
32316,1397,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-60,18450,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: Bottom POL was changed to HOL this will make the rise of curves e.g. Ulmus earlyer possibly too early",NA
32317,4229,5,8803,"true","Fossilva","01/01/2001","LERP",0,10030,"One date excluded according to Berglund et al. (1996).",NA
32318,4229,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",-20,11680,"Linear age model. Based on IntCal09 calibration curve. Preparer notes: Well dated, but lowest part, HOL not reached or base of diagram",NA
32319,3757,5,8710,"true","Madcap (C14 BP)","01/01/2008","Cubic polynom. fitted",159,10904,"Hard water effect possible. Top set to zero. Age for depth 735 and 745 rejected",NA
32320,3757,5,969,"false","EPD","01/03/1995","Exponential interpolation",2000,13000,"The top of the core seems to be well dated.",NA
32321,3757,9,8710,"true","Giesecke et al. 2014 (MADCAP)","01/01/2011","clam",2390,12720,"Smooth spline age model. Based on IntCal09 calibration curve. Preparer notes: Dates at depth 735, 745 are too old - also excluded in publication; HOL added at 758",NA
